ID Поста;Дата публикации;Текст;Количество лайков;Количество репостов;Количество просмотров;Количество комментариев;Хэш;Иллюстрации;Ссылка на видео;Ссылка на пост;Ссылка на группу;ТОНАЛЬНОСТЬ;ВЕРОЯТНОСТЬ;ВСЕГО КОММЕНТАРИЕВ;ПОЛОЖИТЕЛЬНЫХ;ОТРИЦАТЕЛЬНЫХ;НЕЙТРАЛЬНЫХ;НЕОПРЕДЕЛЕНО;РАЗГОВОРНАЯ;НУЛЕВЫХ;ТЕМАТИКА
895647;28.01.2022 9:05;"Новый производственный комплекс по выпуску элементов для блочно-модульных трансформаторных подстанций построят во Щелковском округе к осени, сообщает Интерфакс.

""Во Фрянове появится производственный комплекс. Предприятие предназначено для производства элементов железобетонных блоков и приямков для блочно-модульных трансформаторных подстанций с последующей сборкой готовых блоков и отделкой изделий"", - говорится в сообщении.

Прогнозируемая дата завершения строительства - август 2022 года. Сейчас на объекте ведутся работы по устройству кровли, монтажу внутренних и наружных инженерных сетей и систем.

В пресс-службе Главгосстройнадзора Московской области ""Интерфаксу"" уточнили, что на предприятии будут выпускать 288 блочно-модульных трансформаторных подстанций в год. Объем инвестиций в проект составил порядка 230 млн рублей.";4;1;2941;0;ZhRRWce2oBzGJTWakL9VYjzRg9z7;https://sun9-84.userapi.com/impf/7avqyQQXxVhKWDQHRyDIPr6EPrtvOWk1i0chuQ/ITOSY01Xfnc.jpg?size=130x130&quality=96&sign=d1c942be513c5c1cd1743f367664ac93&c_uniq_tag=eqnBdYONTgxxdD2qnnDodra3ytYQDijjmay177ruCdk&type=album;;https://vk.com/wall-65136365_895647;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.8519628047943115, 0.16886694729328156, 0.06188597902655601;0;0;0;0;0;0;0;['блочно-модульные трансформаторные подстанции', 'предприятие', 'интерфакс', 'прогнозируемая дата завершения строительства', '288 блочно-модульных трансформаторных подстанций', 'новый производственный комплекс']
895644;28.01.2022 6:14;"Выспимся, завтра обязательно выспимся) а пока встаем и идем радовать мир!))) 
 
Доброго утра пятницы! Удачного дня!??";9;1;2346;0;0wTrJvo20mpMZqfjxVUnHIrp5uQ0;;;https://vk.com/wall-65136365_895644;https://vk.com/club65136365;'positive', 'speech', 'skip';0.44553956389427185, 0.2509227991104126, 0.1037586331367492;0;0;0;0;0;0;0;['доброе утро пятницы', 'удачный день', 'мир']
895511;27.01.2022 21:31;Книги, которые вы прочитаете за пару часов, a запомните вcю жизнь????;18;6;3910;2;fauf0TkTNX1fpIXgUZjjFoAyQtxr;https://sun9-51.userapi.com/impf/-UhFqDFH861YDMgW81evXBp1d8FU_Nts25YHZQ/J1Mx4O13IOM.jpg?size=130x146&quality=96&sign=9b28148e4d0a4b12ab77182ff127e689&c_uniq_tag=FoZOIt6fxx9K-5HUxAm6WEmBSq1prKHsRXzi09jFNuc&type=album;;https://vk.com/wall-65136365_895511;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.8740872144699097, 0.07160120457410812, 0.03411042690277099;2;0;1;1;0;0;0;['пара часов', 'книга', 'жизнь', 'a']
895489;27.01.2022 19:05;Сбил школьника, а затем уехал ??;20;4;4984;50;oQwPwrW2-jr9nk8mmmBKsifFCPxg;;https://i.mycdn.me/getVideoPreview?id=2037849655903&idx=8&type=39&tkn=ZZPslCN2wNBQlpsHf5SG71tCKrg&fn=vid_s;https://vk.com/wall-65136365_895489;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.7310686111450195, 0.18714269995689392, 0.182435527443885;25;0;12;10;3;0;0;['школьник']
895477;27.01.2022 16:35;"Улица Пушкина у ""Детского мира"" на подступах к ""Воронку"" ??";23;2;5331;16;TtyurjHOx20jbfLYNf5yw0kOl-NJ;https://sun9-71.userapi.com/impf/T6WFwp6yr286Nlwt3mOhXzJ5f2zaBVzdB_ajuA/pwoE8-m0CSI.jpg?size=130x173&quality=96&sign=845563bcce9b58ac51eaf0e06feecae5&c_uniq_tag=i-7mFCXLjH-lQv2FNlsHTWYepc5q1s-0x06F2bPKIEI&type=album;;https://vk.com/wall-65136365_895477;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9241518378257751, 0.2568419873714447, 0.0656148344278335;16;2;7;6;1;0;0;['улица пушкина', 'детское мир', 'подступы', 'воронка']
895451;27.01.2022 14:05;26.01.2022 отморозок водятел при оплате отказал мне в перевозке до Химзавода по непонятной причине. Будь счастлив... Хорошо, что я могу себя тормозить, а так бы... В целом на 361 работают отморозки как норма.;59;2;8348;33;iQ3jzMtLQXhJjpW3Fb6lbw4qWosI;https://sun9-32.userapi.com/impf/22qPEUOD6xenr2mBKqPRrhg6XzLRJ8VoxRqNDg/3MhnRvv1qk0.jpg?size=130x173&quality=96&sign=43e8d8bdacae16f9dcf61596ffa51390&c_uniq_tag=CfpHpgf7Mjghf3skaL5MderRWA2qRPlAiX32TujER5w&type=album;;https://vk.com/wall-65136365_895451;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.26285186409950256, 0.23935934901237488, 0.1645264774560928;33;0;18;13;2;0;0;['непонятная причина', 'целое', 'химзавод', 'перевозка', 'отморозок', 'отморозки']
895428;27.01.2022 11:35;Рядом с 16 школой (корпус «Жегалово») ищут закладки…??;41;32;8030;19;v_v_vcyFJLBQAwVF8hYvft_xN_Qd;;https://i.mycdn.me/getVideoPreview?id=2062507051712&idx=15&type=39&tkn=CYHvF2qvPpJdcTcYodePLwI5JmE&fn=vid_s;https://vk.com/wall-65136365_895428;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.3923468291759491, 0.1778208613395691, 0.0600966475903987;19;0;8;7;4;0;0;['16 школой', 'корпус', 'закладка']
895405;27.01.2022 9:01;Айсберг на Сиреневой ??;35;5;7775;10;K6Ynp1TzqpEryddAxIunCmk_aUS2;https://sun9-40.userapi.com/impf/u59pUKA2fu6CdQXW24D050-0dhsoM-LcWZ2WCg/L_v5Tb9GLdA.jpg?size=130x231&quality=96&sign=f259571c01d62a93380890e78d828b31&c_uniq_tag=icCXH9Cszs4hJu-us28feTI4BhZobWjSeXjZ1BpoNkU&type=album;;https://vk.com/wall-65136365_895405;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9955416321754456, 0.09010298550128937, 0.003603602992370724;10;0;5;4;0;1;0;['айсберг']
895391;27.01.2022 6:13;"Доброе утро! 
 
Бодрого подъёма, вкусного завтрака и отличного настроения на весь день!";8;2;2527;1;GG6x5W_fN4cUyQBXZt2bRWGJbv6T;;;https://vk.com/wall-65136365_895391;https://vk.com/club65136365;'positive', 'speech', 'skip';0.5156299471855164, 0.5078218579292297, 0.1128054112195968;1;1;0;0;0;0;0;['отличный настроение', 'доброе утро', 'вкусный завтрак', 'весь день', 'бодрый подъём']
895277;26.01.2022 21:31;Вечерний интерактив!??;1;0;3193;33;HxnrKFkYVCHjTwfl2RyFHVduk85_;https://sun9-39.userapi.com/impf/Se3lDPyMu9Bw-ll5ndU4plKFRJhH5nE4RwyWZQ/s5c-iEYAtQ4.jpg?size=130x130&quality=95&sign=46866d4ea06ce205964b9b78eb630a08&c_uniq_tag=3_euQeR7w_YREIYzQ8QAVIVTsyCUX1YYSVuWpRcnHBI&type=album;;https://vk.com/wall-65136365_895277;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.9669240117073059, 0.03623005375266075, 0.0259673595428466;33;3;12;17;1;0;0;['вечерний интерактив']
895133;26.01.2022 17:31;Что за красота копалась у нас сегодня в контейнере?;20;2;5098;12;M47asPzQxjH6HjHIe7syoD1ijpF5;https://sun9-15.userapi.com/impf/P73nufN7on-p5cuFtta8tGw-5qgJA8svdymJqQ/yNHiyhHoCr8.jpg?size=98x130&quality=95&sign=45ccc67d981746aecf9387fa4ff32b69&c_uniq_tag=UOH3VWqj8fdV98j098P4y4MULjFm2TolTb3ESi9NkMM&type=album;;https://vk.com/wall-65136365_895133;https://vk.com/club65136365;'neutral', 'skip', 'positive';0.523430347442627, 0.048867784440517426, 0.04085571318864822;12;1;2;8;1;0;0;['красота', 'контейнер']
895021;26.01.2022 15:01;Сегодня ехали на станцию Воронок и водитель 55 маршрута давал пассажирам бумажку с номером и говорит: «оплата переводом», скажите это нормально ? согласно статье 159 УК РФ наказывается штрафом. Поэтому люди прошу если вам предлагают оплату переводом не соглашайтесь;68;9;10788;413;a2J4eWF-r_daBtrZcrOyrrrU6CT4;https://sun9-87.userapi.com/impf/qA3Y-Kf5dlK3_Yy81vCz4TAhsntAJNUM6V-mqw/KokFsusW_T0.jpg?size=97x130&quality=95&sign=3ffa58582a9394eeb45317ef43446363&c_uniq_tag=8b-2w6fsUEB9uSZCi5j_VKqg8iiOhO_o6f4hUC0Oi2E&type=album;;https://vk.com/wall-65136365_895021;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.8596737384796143, 0.22271016240119934, 0.0901029855012893;138;2;93;40;3;0;0;['перевод', 'оплата', '159 ук рф', 'станция воронок', '55 маршрута', 'штраф']
895001;26.01.2022 12:35;"В этом году в Щелкове планируется благоустроить 50 дворов:

• п. Новый Городок д. 19,20,21,22,23,24,25,26
• ул. Чкаловская, д. 1,3
• ул. Сиреневая, д. 5,5б
• Щёлково, ул. Радиоцентра, д. 17,18 корп.1,18 корп.2
• ул. Неделина, д. 25,26
• ул. Космодемьянская, д. 4
• ул. Центральная, д. 96 корп. 1,2,3,92,94
• Щелково, Проспект 60 лет Октября, д. 5,7
• ул. Советская, д. 1а
• Щелково, ул. Беляева, д. 1,3
• п. Загорянский, ул. Димитрова, д. 57,59, ул. Орджоникидзе, д. 42,40,46
• Фряновское шоссе, д. 64 корп.1, 64 корп.2, 64 корп.3
• ул. Комсомольская, д. 24
• ул. Комсомольская, д. 6
• ул. Беляева, д. 24а
• ул. Неделина, д. 16,17,18
• 1-й Советский переулок, д. 2А, 4,4А
• ул. Беляева, д. 31,33
• д. Серково, д. 1/5
• ул. Сиреневая, д. 9 корп.1
• ул. Краснознаменская, д. 17 корп.5
• ул. Космодемьянская, д. 7, Пролетарский пр-т, д. 11, ул. Комсомольская, д. 16
• ул. Пустовская, д. 16,18, 1-й Советский переулок, д. 28
• д. Медвежьи Озёра, ул. Юбилейная, д. 8
• ул. Ленина, д. 6,8
• д. М. Озерское, дер. Д. Лёдово, ул. Академическая, д. 1,2,3,4,5,6
• 1-й Советский переулок, д. 6,6А, 4Б
• ул. Парковая д. 3а
• ул. Комарова, д. 15 корп.2, 15 корп.3, 17 корп.3
• Пролетарский проспект, д. 3,3а, ул. Краснознаменская, д. 4
• ул. Комарова, д. 3,5,7,7/2
• ул. Комсомольская, д. 18,18а
• пл. Ленина, д. 1, ул. Советская, д. 54А
• г. п. Загорянский, ул. Ватутина, д. 100,101
• д. Хлепетово, д. 12
• д. Серково, д. 1Ас2
• Монино, ул. Маршала Красовского, 11, 13; ул. Комсомольская, 1, 1а и 2; ул. Маслова, 8, 11
• Монино, ул. Маршала Красовского д. 7,9; ул. Маслова д. 4,6
• Монино, ул. Маслова д. 7,9
• Монино, ул. Маршала Красовского д. 3, ул. Маслова д. 1,2,3,5
• ул. Парковая, д. 25, ул. Пушкина, д. 19,21, ул. Шмидта, д. 25
• с. Трубино, д. 56А, 57
• с. Петровское, д. 26,27,29,75
• п. Фряново, ул. Молодежная, д. 1,2,3,4,5
• ул. Пушкина, д. 28,30,26,24

Дополнительно будут установлены пять детских игровых площадок по программе Губернатора.

Вот и адреса:
•д. Аксиньино, напротив дома №?23;
• с. Душоново, за домом №?2;
• д. Назимиха, ул. Осенняя;
• д. Байбаки;
• д. Сутоки.";7;6;4231;5;xjkiI-EE44pdkVIn6cc9XHZU2V_J;https://sun9-22.userapi.com/impf/Er2yIQUa_l4OzKClczfZB5A65ZHgju35B1-bZg/J6DFYS-u16U.jpg?size=130x130&quality=96&sign=bd88c7e4f2916fc5ef88bafce57e89ec&c_uniq_tag=kg1j6EzfuPYCAABypbjOZd-V8-GsE7ne0MEYmdOUTxM&type=album;;https://vk.com/wall-65136365_895001;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.7490972280502319, 0.22816647589206696, 0.177820861339569;5;0;5;0;0;0;0;['ул', 'щёлково', 'п', 'монино', 'маслова', '1-я советский переулок']
894992;26.01.2022 11:31;Мост к глобусу. Сегодня уже 26 января, а ВОЗ и ныне там. Хоть жалуйся, хоть нет.;17;3;7460;18;vRtiNXHz1UwjVfRFDWMS1kVf5VTn;https://sun9-51.userapi.com/impf/kc_gPUy0Ac4lajs5l_Uixrl8jJpCvOGW5edYRA/B-cnhZR0KQU.jpg?size=97x130&quality=95&sign=5a0aeb4c74a56ccf72b5f04bfd9af993&c_uniq_tag=BG0Qz8NikrVPvW6Cgd4oetiyAUhWHXJ1sENiFfXSFZ4&type=album;;https://vk.com/wall-65136365_894992;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6992644667625427, 0.29422497749328613, 0.098089322447776;18;0;11;6;1;0;0;['26 января', 'мост', 'глобус', 'воз']
894983;26.01.2022 10:40;"Сегодняшнее ДТП возле 31-го завода...

Задолбали олени????";11;10;4400;5;1Vywvsj8OmeIZajJvtwe9o4pMkIw;;https://i.mycdn.me/getVideoPreview?id=2235575569102&idx=7&type=39&tkn=d3w7Bd76YzAiO8WtD92V6UBo5no&fn=vid_s;https://vk.com/wall-65136365_894983;https://vk.com/club65136365;'negative', 'neutral', 'skip';0.5621865391731262, 0.4843900501728058, 0.125932753086090;5;0;4;1;0;0;0;['сегодняшнее дтп', '31-го завода', 'олени']
894979;26.01.2022 10:23;"Обнаружили Пчелкина!
В Химках рубят деревья возле реки Грачевка. Сейчас жителям Химок удалось приостановить вырубку. 
Что было обнаружено? Защитники водоохранной зоны указывают на ""три версии"" порубочного билета и сильно сомневаются в законности работ. 
Три порубочных, выданных на одну и ту же территорию, из которых 2 одним числом. В одном 0 - вырубить, 597- сохранить, а во втором - наоборот!!!
Самое прекрасное - обратите внимание на фамилию человека их выдавших!!!! Это товарищ Пчелкин. Ранее работавший в администрации Щелкова, а потом бесследно исчезнувший.";18;4;6436;31;I0-WzV0UiKhvEYbe-JbplzEvGkpS;https://sun9-72.userapi.com/impf/yTJyZf2HvemvZVxbjQZXiGfp01NyVGDAUAZGNw/JwoCj7-sK9E.jpg?size=130x73&quality=95&sign=99317df01afe72f7fe5cad564da889dc&c_uniq_tag=e8glfBFycPRjxAwtwpBT3hQDb-s2WKJfOU9fw0JyWAg&type=album;;https://vk.com/wall-65136365_894979;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.523430347442627, 0.23371636867523193, 0.1403462588787078;28;0;15;11;2;0;0;['пчёлкин', '2 одним числом', 'фамилия человека', 'три версии', 'порубочный билет', 'законность работ']
894977;26.01.2022 10:05;"Подмосковная прокуратура утвердила обвинительное заключение по уголовному делу в отношении троих мужчин, обвиняемых в похищении человека и вымогательстве. Об этом в понедельник, 24 января, сообщили в пресс-службе прокуратуры Московской области.

По версии следствия, злоумышленники вместе с соучастниками в городском округе Долгопрудный напали 12 марта 2021 года на мужчину. Ударив его по голове, они насильно усадили его в машину и стали требовать три миллиона рублей за освобождение жертвы.

После этого похитители вывезли потерпевшего в лес недалеко от Щелково. Там они некоторое время избивали мужчину, продолжая требовать выкупа. Злоумышленники истязали свою жертву ногами, руками, лопатой и палками. Сдавшись, мужчина согласился отдать им 700 тысяч рублей. После этого похитители отпустили бедолагу, чтобы тот смог собрать оставшуюся сумму выкупа.

Освободившись, мужчина обо всем рассказал сотрудникам полиции, и злоумышленники вскоре были задержаны. На данный момент они находятся под стражей.

— Уголовное дело в ближайшее время будет направлено в Долгопрудненский городской суд Московской области для рассмотрения по существу, — говорится в сообщении.";2;4;4191;2;_Y0Tyr7XCB0YjOeJly25qce4PpdB;https://sun9-12.userapi.com/impf/V13AZJxLKTZlqTIQCRFxu3eV7CeMZTz5T3daOQ/I5rLCGYG8VA.jpg?size=130x130&quality=96&sign=c1ea5e5f26efedab9d6e1956e79c33dd&c_uniq_tag=XHl86Bx7Coo0lY7VU62xtpllxBgRVbZmiMofGxJ1PFw&type=album;;https://vk.com/wall-65136365_894977;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.4225146472454071, 0.30736804008483887, 0.1688669472932815;2;0;2;0;0;0;0;['мужчина', 'злоумышленники', 'уголовное дело', 'московская область', 'похитители', 'три миллиона рублей']
894970;26.01.2022 9:00;"? Ликвидация товара в детском магазине рядом с вами? 
 
-50% на одежду, обувь, игрушки, канцтовары и творчество. 
-30% на питание, подгузники, крупногабаритные товары, товары для кормления и ухода. 
 
? Магазин ДЕТКИ, г. Щёлково ул. Центральная, д. 17, ТЦ Премьер, цоколь 
 
? Успейте на грандиозную январскую распродажу. 
Товар быстро заканчивается!";2;1;1986;0;ZS4w2MydAVEMtzzkQoxrj21OdnPI;https://sun9-48.userapi.com/impf/10aOclvmY7YQK7H_WCdF9wCpoe6_T1WlSXKmUg/7mIp4xvaKAQ.jpg?size=130x130&quality=95&sign=672704f1e9ac0d0a59df028aa7509859&c_uniq_tag=Qsn0r8a-gX90mpGgl0TT4_dsDAdNHDrgUkgSVGE1y5o&type=album;;https://vk.com/wall-65136365_894970;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.6723417043685913, 0.19194278120994568, 0.125932753086090;0;0;0;0;0;0;0;['грандиозная январская распродажа', 'ликвидация товара', 'крупногабаритные товары', 'детский магазин', 'щёлково', 'цоколь']
894947;26.01.2022 6:12;"Доброе утро, невыспавшиеся люди! С новым днем! 
 
Всем бодрости и радости!)))";12;2;2266;0;S36m0erADoz8nG6i-cRDEcWPTsyI;;;https://vk.com/wall-65136365_894947;https://vk.com/club65136365;'speech', 'skip', 'positive';0.9996417164802551, 0.03964884206652641, 0.02759527973830;0;0;0;0;0;0;0;['новые день', 'невыспавшиеся люди', 'доброе утро', 'все бодрость', 'радость']
894865;25.01.2022 21:07;Поиграем?!??;6;0;5920;58;QpjQ0oegxPGFWLi4RoDLya2jBqmo;https://sun9-49.userapi.com/impf/dqfO_K9pgq2MGGx4S3TYQknl1wQ23e3lqtjw3Q/K6GhvsOjvYY.jpg?size=130x130&quality=95&sign=21a625471d9887bce49ca79677f32ee8&c_uniq_tag=Co6m8elLzjrYzvFbI86DaY2Y5gLYVQ94c0e3kHH08mo&type=album;;https://vk.com/wall-65136365_894865;https://vk.com/club65136365;'neutral', 'negative', 'skip';1.0000100135803223, 0.00507033197209239, 0.000742181378882378;58;5;18;35;0;0;0;[]
894847;25.01.2022 19:00;"Автомастерская ГАРАЖ-31 предоставляет услуги широкого профиля по обслуживанию ВАШЕГО автомобиля??, а именно : 
??ТО? 
??ремонт ходовой части? 
??ремонт двигателя?? 
??замена агрегатов?? 
??автоэлектрика?? 
??компьютерная диагностика?? 
??сварочные работы?? 
??ШИНОМОНТАЖ 
??Промывка форсунок и дроссельных заслонок 
??Изготавливаем под заказ промтоварные фургоны(будки) на коммерческий транспорт 
??установка дополнительного оборудования (автосигнализации,парктроники,магнитолы,камеры и прочее) ?? 
??обработка салона и воздуховодов сухим туманом (устраняет лишние запахи ,дезинфицирует ,и оставляет свой приятный запах в салоне автомобиля на долгое время) 
??Любые автозапчасти новые и б/у в наличии и на заказ от 1 дня 
??Работаем со всеми марками автомобилей 
?? Обслуживаем коммерческий транспорт 
?? Работаем с юр.лицами?? 
 
Цены и качество работ вас приятно удивят ?? 
?Предоставляем гарантии за проделанную работу ? 
??Приезжайте к нам по адресу : ул. БРАВАРСКАЯ 102А ?Записывайтесь по телефону: 8-991-256-92-44";3;0;2148;0;lKfSQOaKtZaJf8rPsJxcCn2wn0IJ;https://sun9-83.userapi.com/impf/IozYrjzIVHeoF6hJpTyV59ikM_a_-06GjT0mXQ/-f7FjU91Wuk.jpg?size=130x89&quality=96&sign=bc17595a8efc46a39bb719df1ed3c227&c_uniq_tag=dRArxo2hrjf8h8AeWLvu1m_-pLZ5ZNlrpBb0SL4R9pQ&type=album;;https://vk.com/wall-65136365_894847;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.9304682612419128, 0.10088862478733063, 0.0474358722567558;0;0;0;0;0;0;0;['коммерческий транспорт', 'заказ', 'все марки автомобилей', 'широкое профиль', 'ходовой часть', 'сухой туман']
894819;25.01.2022 16:35;"Заработную плату учителям в школах, воспитателям и младшим воспитателям в детских садах увеличат в Подмосковье, сообщил губернатор Московской области Андрей Воробьев.

«Увеличение зарплаты учителям, воспитателям и младшим воспитателям. На 5 тыс. - первой категории, на 2,5 тыс. - младшим воспитателям уже с января», - сказал Воробьев на совещании с руководителями министерств и главами городских округов.
Доплаты действуют с января, но выплатят их в феврале – сразу за 2 месяца.

Губернатор уточнил, что увеличение зарплаты коснется около 50 тыс. учителей, 40 тыс. воспитателей в детских садах, порядка 20 тыс. младших воспитателей.

Он отметил, что важно довести порядок выплат до жителей.

Как рассказала заместитель председателя правительства Московской области Ирина Каклюгина, данная мера поддержки распространяется на всех педагогов и будет назначена автоматически.

«Всего мера коснется более 100 тыс. человек. Деньги придут автоматически - никуда ходить писать заявления не нужно», – подчеркнула зампред.

Еще с 1 января водители скорой помощи получат прибавку к зарплате в размере 7 тыс. рублей, а «неотложек» поликлиник – 5 тыс. рублей. Также администраторы и операторы поликлиник получат прибавку до 7 тыс. рублей, если выполнят показатели по эффективности.";5;8;4429;3;lOlb1KjCq4SLq-pK6ctwIWRHrnAe;https://sun9-76.userapi.com/impf/232fmLpYJnSqwk7vJHtTmfplyb0kuNaEOs2quQ/U3TE7jsYhLo.jpg?size=130x130&quality=96&sign=0a0e3a577b02950ffee51a2c7c88792f&c_uniq_tag=YugsrNDBbBBZnT-_Pt1H0VRDTcdS7UT5oheJjfu16ag&type=album;;https://vk.com/wall-65136365_894819;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.754925012588501, 0.11597072333097458, 0.1128054112195968;3;1;0;2;0;0;0;['младший воспитатели', 'учители', 'рубли', 'воспитатели', 'увеличение зарплаты', 'московская область']
894801;25.01.2022 14:05;"С понедельника прием граждан сотрудниками Щелковского окружного управления социальной защиты населения осуществляется в МФЦ.

Прием проводится по адресам: г. Щелково, ул. Свирская, д. 2А, кабинет 214 и г. Фрязино, ул. Центральная, д. 12. Прием осуществляется только по предварительной записи по телефонам: 8(498)602-83-41, 8(926)590-12-74 или через официальный сайт управления.

Прием граждан по вопросам заключения социального контракта, опеки и попечительства совершеннолетних недееспособных лиц, вручения подарков юбилярам, отмечающим 80-летие (и далее каждые 5 лет), продолжается в управлении.";8;6;4494;2;2bsQOFq8C1Fschq7nlixg4i71v2D;https://sun9-88.userapi.com/impf/2ZjAsB2x-x6vaynnbHGzuxLUXEtCEvyuDDXKBw/nUwaGmbPhpk.jpg?size=130x130&quality=96&sign=84b0e9f894aefdb4de69fda68d6a247e&c_uniq_tag=rJaZe8JC56TeI1s5-TxrcKcrfFFdJO6drPIyneTmY5A&type=album;;https://vk.com/wall-65136365_894801;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6654205918312073, 0.16452647745609283, 0.05341333150863647;2;0;1;1;0;0;0;['приём граждан', 'ул', 'приём', 'г', 'щёлковский окружный управление', 'социальная защита населения']
894757;25.01.2022 11:35;Администрация города Щелково вообще знает, что есть район Жегалово?!Безобразная и безответственная уборка дворов и дорог,огромные глыбы льда на каждой пятиэтажки!!!!Здесь ЖИВУТ ЖИВЫЕ ЛЮДИ!!!!!!;38;3;4535;36;wY6ESYpmgNFJ1Fh3HenSzhzEo1LR;https://sun9-70.userapi.com/impf/9-SG8RSW-Js2narc7BY1k54VOg7TXgwcEKZkOQ/TnmuQl4K51w.jpg?size=130x87&quality=96&sign=58ab848ac1bef7aa54b50ce9ed9e5dca&c_uniq_tag=Da4MWSTaznWSNc81RVD6O49FoyxrUrLWuwzrmFObh9g&type=album;;https://vk.com/wall-65136365_894757;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.348655104637146, 0.2814156115055084, 0.1403462588787078;17;0;12;5;0;0;0;['дорог,огромные глыба льда', 'безответственная уборка дворов', 'администрация города', 'щёлково', 'район', 'люди']
894725;25.01.2022 9:05;Сиреневая 12 с крыши течёт вода. Мне кажется что это странное явление для зимы...;29;4;4280;9;4kYeqf10ejT7-AcnOynr_Lu3y7GB;;https://i.mycdn.me/getVideoPreview?id=2173494823595&idx=0&type=39&tkn=0PWmMCixQYWjkC8YkPfozOUYnTg&fn=vid_s;https://vk.com/wall-65136365_894725;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.6001983880996704, 0.3415925204753876, 0.1403462588787078;9;0;5;4;0;0;0;['странное явление', 'крыша', 'зима', 'вода']
894711;25.01.2022 6:13;"Доброе утро! Просыпаемся!?? 
 
Всем вкусного кофе, хорошего настроения и отличного дня!)))";12;0;2611;2;Vddr5eqKAB52_4d7iZWpSykaRYUn;;;https://vk.com/wall-65136365_894711;https://vk.com/club65136365;'speech', 'positive', 'skip';0.8872146010398865, 0.5698626637458801, 0.0446908622980117;2;0;0;1;0;1;0;['все вкусный кофе', 'хорошее настроение', 'отличный день', 'доброе утро']
894685;24.01.2022 23:55;Не знаешь, что желать? Лови универсальный совет!??;9;2;2697;0;VC4nYsZYm174oGtHpsqxhQtaONuY;https://sun9-2.userapi.com/impf/_-Mwd2OcloUCIcO7V0a5TolPpj1K7uACHkpHug/w7WP-gm4k1U.jpg?size=130x130&quality=96&sign=445b0096ee5dfc4076522cdcca5661b9&c_uniq_tag=TojvWFsJxQFCvwN6mJdtZ5RMYzO6jp7JZZZ-79KL0sY&type=album;;https://vk.com/wall-65136365_894685;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6370407938957214, 0.18714269995689392, 0.1159707233309745;0;0;0;0;0;0;0;['универсальный совет']
894669;24.01.2022 22:55;"Открытие нового магазина «ЕРМОЛИНО» в Щелково! Сладкие подарки, шарики и акции с призами!

Спешите посетить новый фирменный магазин «ЕРМОЛИНО»!
Купить вкусные продукты и получить подарки теперь совсем просто!

С 18 января ждем вас по адресу:

?? г. Щелково, пр-т 60 лет Октября, д. 1В.

В ассортименте — ваши любимые продукты для вкусного и разнообразного меню на каждый день:

• сытные пельмени, хинкали, вареники;
• нежные блинчики с начинками, котлеты и тефтели;
• колбасы, сосиски, мясные деликатесы;
• натуральная молочная продукция;
• тушенка, макароны, соусы;
• сладости на любой вкус.

А в честь открытия мы подготовили еще больше приятных сюрпризов! ??

Сладкие подарки — всем покупателям с 18 по 29 января (кроме ВС и ПН) в периоды:

• 11:00 – 13:00;
• 16:00 – 19:00.

Детей ждут праздничные шары!

А еще мы разыгрываем крутые призы! И проводим сразу ДВЕ интересные АКЦИИ! ??

Номер 1: «Призы в новых магазинах ЕРМОЛИНО».

Совершайте покупки на любую сумму в новом магазине «ЕРМОЛИНО», регистрируйте чеки на нашем сайте до 16 февраля включительно и выигрывайте 1 из 100 призов от бренда производителя посуды JARKO!

Номер 2: «5 кг продуктов за фото!»

Сделайте фото со знаком «Я ? ЕРМОЛИНО», который мы ставим во время праздничных открытий, выложите его на своей странице в соцсетях с хэштегом #акция_ялюблю_ермолино, указанием города и адреса магазина и участвуйте в розыгрыше 5 кг вкусных наборов продуктов от ТМ «ЕРМОЛИНО»!

Подробности — в разделе «Акции» на нашем сайте.

Акция в магазине продлится до 16 февраля. Успейте принять участие!";5;8;4418;2;eAJiNT3w87fRrXQgu9hKSuB3o0TP;;https://i.mycdn.me/getVideoPreview?id=2031592475333&idx=10&type=39&tkn=w1rcxaz1cNfNxIUPeAGuaF68mi0&fn=vid_s;https://vk.com/wall-65136365_894669;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.7371681928634644, 0.08270734548568726, 0.0656148344278335;2;0;1;1;0;0;0;['сладкие подарки', 'наш сайт', '16 февраля', 'щёлково', 'фото', 'призы']
